timestamp,respiration_rate_mean,respiration_rate_var,movement_fast_filtered_custom_mean,heart_rate_mean,heart_rate_var,external_heart_rate_mean,external_heart_rate_var,external_spo2_mean,external_spo2_var,external_spo2_min,signal_quality_mean,distance_mean,motion_data_count,light_ambient_mean,sound_amplitude_mean,temperature_ambient_mean,pressure_mean,humidity_mean,indoor_air_quality_mean,epoch_duration,sleep_stage
2023-12-19 01:55:08.931000+00:00,0,0,55.33,0,0,0,0,0,0,0,7.77,0.52,30,5,35,18.78,99750.66,52.42,31.96,29.905,4
2023-12-19 01:55:38.836000+00:00,0,0,59.34,0,0,0,0,0,0,0,7.5,0.48,30,0,65,18.78,99753,52.43,33.11,29.907,4
2023-12-19 01:56:08.743000+00:00,16.884,5.40964,0,0,0,0,0,0,0,0,8.73,0.71,30,0,22,18.78,99753.34,52.47,34.68,29.908,2
2023-12-19 01:56:38.651000+00:00,14.995,0.82062,0,0,0,0,0,0,0,0,10,0.72,30,0,22,18.77,99752,52.45,32.98,29.907,2
2023-12-19 01:57:08.558000+00:00,15.746,0.10002,29.93,0,0,0,0,0,0,0,9.37,0.68,30,0,29,18.77,99751.34,52.39,32.03,29.907,2
2023-12-19 01:57:38.465000+00:00,15.204,0.25346,1.5,45.05,0.028,0,0,0,0,0,8.83,0.79,30,0,22,18.77,99752,52.37,31.15,29.907,2
2023-12-19 01:58:08.372000+00:00,15.565,0.30018,1,45.19,0.385,0,0,0,0,0,10,0.85,30,0,22,18.76,99755.34,52.42,30.55,29.907,2
2023-12-19 01:58:38.279000+00:00,15.175,0.09898,20.22,45.34,1.969,0,0,0,0,0,9.87,0.76,30,0,31,18.76,99754,52.51,29.92,29.908,2
2023-12-19 01:59:08.187000+00:00,0,0,0,0,0,0,0,0,0,0,5,0.63,30,0,22,18.76,99758,52.51,32.25,29.907,2
2023-12-19 01:59:38.094000+00:00,15.398,0.24729,0,0,0,0,0,0,0,0,8.53,0.65,30,0,26,18.76,99764,52.52,33.25,29.906,2
2023-12-19 02:00:08+00:00,14.514,0.27676,42.92,0,0,0,0,0,0,0,8.3,0.62,30,0,29,18.76,99764,52.49,33.93,29.908,2
2023-12-19 02:00:37.908000+00:00,15.204,0.20599,0,0,0,0,0,0,0,0,4.67,0.64,30,0,26,18.75,99765.34,52.45,35.48,29.908,2
2023-12-19 02:01:07.816000+00:00,16.25,0,48.89,0,0,0,0,0,0,0,4.63,0.62,30,0,29,18.75,99765,52.47,37.22,29.909,2
2023-12-19 02:01:37.725000+00:00,14.205,0.15456,0,0,0,0,0,0,0,0,9.4,0.64,30,0,22,18.75,99765.34,52.44,36.5,29.904,2
2023-12-19 02:02:07.629000+00:00,15.24,0.17156,31,0,0,0,0,0,0,0,9.9,0.66,30,0,26,18.75,99765.34,52.44,36.38,29.909,2
2023-12-19 02:02:37.538000+00:00,14.739,0.76196,0,0,0,0,0,0,0,0,9.33,0.67,30,0,26,18.74,99767,52.47,39.49,29.908,2
2023-12-19 02:03:07.446000+00:00,15.733,0.24492,0,0,0,0,0,0,0,0,9.73,0.65,30,0,26,18.75,99764.66,52.47,38.21,29.907,2
2023-12-19 02:03:37.353000+00:00,15.644,0.07882,0,0,0,0,0,0,0,0,10,0.64,30,0,26,18.75,99765.34,52.46,38.07,29.907,2
2023-12-19 02:04:07.260000+00:00,16.655,1.82832,0,0,0,0,0,0,0,0,10,0.64,30,0,22,18.74,99764,52.48,37.5,29.905,2
2023-12-19 02:04:37.165000+00:00,15.745,0.90887,0,0,0,0,0,0,0,0,10,0.64,30,0,26,18.74,99766,52.47,38.15,29.91,2
2023-12-19 02:05:07.075000+00:00,16.45,0.88794,0,0,0,0,0,0,0,0,9.83,0.65,30,0,22,18.74,99767.34,52.47,36.43,29.907,2
2023-12-19 02:05:36.982000+00:00,16.025,0.44212,0,0,0,0,0,0,0,0,9.97,0.65,30,0,22,18.74,99768,52.44,35.85,29.904,2
2023-12-19 02:06:06.886000+00:00,15.779,0.0741,0,0,0,0,0,0,0,0,10,0.64,30,0,22,18.73,99766,52.42,35.99,29.907,2
2023-12-19 02:06:36.793000+00:00,16.169,2.71865,0,0,0,0,0,0,0,0,9.63,0.64,30,0,22,18.73,99762.66,52.37,37.25,29.911,2
2023-12-19 02:07:06.704000+00:00,16.328,1.53827,0,0,0,0,0,0,0,0,9.03,0.63,30,0,22,18.73,99763.34,52.38,35.84,29.906,2
2023-12-19 02:07:36.610000+00:00,15.967,0.15119,0,0,0,0,0,0,0,0,10,0.65,30,0,22,18.73,99763.34,52.39,34.93,29.907,2
2023-12-19 02:08:06.517000+00:00,15.651,0.19672,0,0,0,0,0,0,0,0,10,0.65,30,0,22,18.73,99763,52.39,35.16,29.905,2
2023-12-19 02:08:36.422000+00:00,15.581,0.00585,0,0,0,0,0,0,0,0,10,0.65,30,0,22,18.73,99762.66,52.43,36.33,29.908,2
2023-12-19 02:09:06.330000+00:00,15.999,0.01183,0,0,0,0,0,0,0,0,10,0.64,30,0,22,18.73,99759.34,52.44,38.1,29.909,2
2023-12-19 02:09:36.239000+00:00,15.318,0.1421,0,0,0,0,0,0,0,0,10,0.65,30,0,22,18.72,99756.66,52.44,36.74,29.905,2
2023-12-19 02:10:06.144000+00:00,15.031,0.20658,0,0,0,0,0,0,0,0,9.63,0.66,30,0,26,18.73,99753,52.4,35.53,29.906,2
2023-12-19 02:10:36.050000+00:00,15.45,0.06472,0,0,0,0,0,0,0,0,9.97,0.65,30,0,22,18.72,99750.66,52.4,34.82,29.908,2
2023-12-19 02:11:05.958000+00:00,14.891,0.34972,0,0,0,0,0,0,0,0,9.77,0.7,30,0,22,18.72,99750.66,52.4,33.58,29.91,2
2023-12-19 02:11:35.868000+00:00,17.498,3.12839,0,0,0,0,0,0,0,0,9.37,0.7,30,0,26,18.72,99751,52.37,33.09,29.903,3
2023-12-19 02:12:05.771000+00:00,17.395,3.75373,0,0,0,0,0,0,0,0,9.9,0.73,30,0,26,18.72,99751.34,52.39,32.19,29.908,3
2023-12-19 02:12:35.679000+00:00,16.954,0.30758,0,0,0,0,0,0,0,0,9.97,0.65,30,0,22,18.71,99751.34,52.42,33.08,29.907,3
2023-12-19 02:13:05.586000+00:00,17.63,1.13198,0,0,0,0,0,0,0,0,9,0.66,30,0,26,18.71,99750,52.4,33.2,29.91,3
2023-12-19 02:13:35.496000+00:00,16.842,1.56365,0,0,0,0,0,0,0,0,9,0.66,30,0,26,18.71,99749,52.42,32.53,29.905,3
2023-12-19 02:14:05.401000+00:00,15.484,0.34307,0,0,0,0,0,0,0,0,9,0.66,30,0,22,18.71,99752,52.42,33.7,29.907,3
2023-12-19 02:14:35.308000+00:00,15.151,0.33795,0,0,0,0,0,0,0,0,9,0.74,30,0,26,18.7,99750.66,52.41,32.06,29.909,3
2023-12-19 02:15:05.217000+00:00,17.483,4.99749,0,0,0,0,0,0,0,0,8.37,0.67,30,0,22,18.7,99752,52.43,32.66,29.908,3
2023-12-19 02:15:35.125000+00:00,17.612,1.68362,0,0,0,0,0,0,0,0,8.87,0.66,30,0,26,18.71,99756.66,52.4,34.9,29.905,3
2023-12-19 02:16:05.030000+00:00,16.151,0.45793,0,0,0,0,0,0,0,0,9,0.66,30,0,22,18.7,99760,52.43,34.02,29.907,3
2023-12-19 02:16:34.937000+00:00,17.021,0.03856,0,0,0,0,0,0,0,0,9,0.66,30,0,26,18.7,99762.66,52.44,31.77,29.909,3
2023-12-19 02:17:04.846000+00:00,16.736,0.07599,0,0,0,0,0,0,0,0,9,0.65,30,0,22,18.71,99763,52.4,31.71,29.907,3
2023-12-19 02:17:34.753000+00:00,17.927,0.21508,0,0,0,0,0,0,0,0,8.9,0.66,30,0,22,18.7,99764,52.39,34.19,29.905,3
2023-12-19 02:18:04.658000+00:00,16.251,1.90311,0,0,0,0,0,0,0,0,8.93,0.68,30,0,26,18.7,99765.34,52.35,34,29.908,3
2023-12-19 02:18:34.566000+00:00,16.159,1.07412,0,0,0,0,0,0,0,0,8.77,0.67,30,0,22,18.71,99767,52.36,33.86,29.909,3
2023-12-19 02:19:04.475000+00:00,16.274,0.54643,0,0,0,0,0,0,0,0,8.57,0.66,30,0,22,18.69,99767.34,52.38,34.41,29.903,3
2023-12-19 02:19:34.378000+00:00,14.3,0.159,57.7,0,0,0,0,0,0,0,7.17,0.7,30,0,32,18.69,99766,52.38,32.64,29.909,3
2023-12-19 02:20:04.287000+00:00,14.663,0.15992,0,0,0,0,0,0,0,0,7.2,0.71,30,0,22,18.69,99766,52.35,31.29,29.907,3
2023-12-19 02:20:34.194000+00:00,13.358,0.25935,0,0,0,0,0,0,0,0,6.97,0.71,30,0,22,18.69,99765,52.36,33.33,29.909,2
2023-12-19 02:21:04.103000+00:00,14.89,0.54786,0,0,0,0,0,0,0,0,6.2,0.72,30,0,22,18.69,99763.34,52.37,31.74,29.907,2
2023-12-19 02:21:34.010000+00:00,14.518,0.16026,0,0,0,0,0,0,0,0,6.67,0.74,30,0,26,18.68,99753.34,52.33,30.41,30.905,2
2023-12-19 02:22:04.915000+00:00,15.687,0.80107,0,0,0,0,0,0,0,0,6.73,0.7,30,0,26,18.68,99752,52.31,29.81,29.903,2
2023-12-19 02:22:34.818000+00:00,14.739,0.85897,0,0,0,0,0,0,0,0,6.97,0.71,30,0,22,18.68,99750,52.32,31.84,29.911,2
2023-12-19 02:23:04.729000+00:00,14.243,0.50459,0,0,0,0,0,0,0,0,6.97,0.74,30,0,22,18.68,99756,52.32,34.07,29.907,2
2023-12-19 02:23:34.636000+00:00,14.753,0.21688,0,0,0,0,0,0,0,0,7,0.71,30,0,22,18.68,99759.34,52.31,31.72,29.906,2
2023-12-19 02:24:04.542000+00:00,15.25,0.42195,0,0,0,0,0,0,0,0,7,0.69,30,0,22,18.67,99764,52.32,32.34,29.905,2
2023-12-19 02:24:34.447000+00:00,15.127,0.13661,0,0,0,0,0,0,0,0,6.93,0.69,30,0,22,18.67,99764.66,52.34,33.46,29.911,2
2023-12-19 02:25:04.358000+00:00,15.206,0.13113,0,0,0,0,0,0,0,0,6.4,0.7,30,0,22,18.67,99764.66,52.32,30.29,29.906,2
2023-12-19 02:25:34.264000+00:00,15.035,0.27336,0,0,0,0,0,0,0,0,6.57,0.71,30,0,22,18.67,99764.66,52.33,31.97,29.907,2
2023-12-19 02:26:04.171000+00:00,14.847,0.20012,0,0,0,0,0,0,0,0,6.63,0.74,30,0,22,18.66,99762,52.32,31.18,29.905,2
2023-12-19 02:26:34.076000+00:00,15.666,0.08554,0,0,0,0,0,0,0,0,6.3,0.69,30,0,22,18.66,99759.34,52.31,30.3,29.91,2
2023-12-19 02:27:03.986000+00:00,15.451,0.1083,0,0,0,0,0,0,0,0,7,0.69,30,0,22,18.66,99762,52.29,31.79,29.907,2
2023-12-19 02:27:33.893000+00:00,15.506,0.15589,0,0,0,0,0,0,0,0,7,0.69,30,0,22,18.66,99762,52.29,30.71,29.907,2
2023-12-19 02:28:03.800000+00:00,15.501,0.08127,0,0,0,0,0,0,0,0,7,0.69,30,0,22,18.66,99759.34,52.27,30.74,29.907,2
2023-12-19 02:28:33.707000+00:00,16.278,0.6296,0,0,0,0,0,0,0,0,7,0.69,30,0,26,18.66,99760,52.3,31.3,29.906,2
2023-12-19 02:29:03.613000+00:00,15.935,0.40793,0,0,0,0,0,0,0,0,6.93,0.69,30,0,22,18.65,99760,52.3,32.3,29.909,2
2023-12-19 02:29:33.522000+00:00,15.427,0.37413,0,0,0,0,0,0,0,0,7,0.69,30,0,26,18.65,99762,52.34,31.58,29.906,2
2023-12-19 02:30:03.428000+00:00,15.965,0.03278,0,0,0,0,0,0,0,0,7,0.69,30,0,22,18.65,99764,52.32,32.74,29.907,2
2023-12-19 02:30:33.335000+00:00,16.001,0.15412,0,0,0,0,0,0,0,0,6.6,0.69,30,0,22,18.65,99764,52.3,32.07,29.909,2
2023-12-19 02:31:03.244000+00:00,16.808,0.25355,0,0,0,0,0,0,0,0,6.8,0.69,30,0,22,18.65,99764.66,52.29,33.88,29.906,2
2023-12-19 02:31:33.150000+00:00,15.861,0.18692,0,0,0,0,0,0,0,0,6.77,0.69,30,0,22,18.64,99763,52.3,31.18,29.907,2
2023-12-19 02:32:03.057000+00:00,15.466,0.36654,0,0,0,0,0,0,0,0,6.4,0.69,30,0,22,18.64,99759.34,52.32,31.26,29.907,2
2023-12-19 02:32:32.964000+00:00,15.853,0.02529,0,0,0,0,0,0,0,0,7,0.69,30,0,22,18.63,99759.34,52.33,30.84,29.906,2
2023-12-19 02:33:02.870000+00:00,16.722,0.80255,0,0,0,0,0,0,0,0,6.73,0.69,30,0,22,18.64,99762,52.32,31.24,29.909,2
2023-12-19 02:33:32.779000+00:00,15.867,0.05752,0,0,0,0,0,0,0,0,6.97,0.69,30,0,26,18.64,99759.34,52.27,30.71,29.907,2
2023-12-19 02:34:02.686000+00:00,15.022,0.0261,0,0,0,0,0,0,0,0,7,0.69,30,0,22,18.63,99762.66,52.29,31.76,29.904,2
2023-12-19 02:34:32.590000+00:00,15.786,0.603,0,0,0,0,0,0,0,0,6.53,0.69,30,0,26,18.63,99763.34,52.29,31.83,29.908,2
2023-12-19 02:35:02.498000+00:00,15.994,0.25753,0,0,0,0,0,0,0,0,6.43,0.69,30,0,22,18.62,99763,52.27,32.47,29.91,2
2023-12-19 02:35:32.408000+00:00,16.191,0.13057,0,0,0,0,0,0,0,0,6.83,0.7,30,0,22,18.62,99762.66,52.27,33.01,29.906,2
2023-12-19 02:36:02.314000+00:00,16.383,0.18968,0,0,0,0,0,0,0,0,6.37,0.69,30,0,29,18.63,99762,52.25,32.1,29.907,2
2023-12-19 02:36:32.221000+00:00,16.155,0.50705,0,0,0,0,0,0,0,0,6.57,0.69,30,0,26,18.62,99758,52.25,30.68,29.908,2
2023-12-19 02:37:02.129000+00:00,15.958,0.38538,0,0,0,0,0,0,0,0,6.83,0.69,30,0,22,18.62,99758,52.24,31.3,29.907,2
2023-12-19 02:37:32.036000+00:00,16.447,0.59068,0,0,0,0,0,0,0,0,6.9,0.69,30,0,26,18.62,99753.34,52.26,32.95,29.905,2
2023-12-19 02:38:01.941000+00:00,16.237,0.37712,0,0,0,0,0,0,0,0,6.53,0.69,30,0,22,18.62,99750.66,52.27,33.6,29.907,2
2023-12-19 02:38:31.848000+00:00,15.935,0.05041,0,0,0,0,0,0,0,0,6.87,0.69,30,0,26,18.62,99750,52.24,32.36,29.906,2
2023-12-19 02:39:01.754000+00:00,16.22,0,32.57,0,0,0,0,0,0,0,9,0.71,30,0,29,18.61,99752.66,52.25,32.98,29.908,2
2023-12-19 02:39:31.662000+00:00,0,0,47.83,0,0,0,0,0,0,0,4.7,0.6,30,0,70,18.61,99756,52.24,30.03,29.907,2
2023-12-19 02:40:01.569000+00:00,0,0,0,0,0,0,0,0,0,0,6.6,0.76,30,0,29,18.61,99758,52.31,30.5,29.907,2
2023-12-19 02:40:31.476000+00:00,0,0,0,0,0,0,0,0,0,0,4.9,0.78,30,0,22,18.6,99760,52.32,33.09,29.91,2
2023-12-19 02:41:01.386000+00:00,15.551,0.19747,0,0,0,0,0,0,0,0,6.57,0.79,30,0,22,18.59,99762,52.33,30.74,29.905,2
2023-12-19 02:41:31.291000+00:00,15.73,0.67893,0,0,0,0,0,0,0,0,6.93,0.79,30,0,26,18.59,99763.34,52.28,31.11,29.909,2
2023-12-19 02:42:01.200000+00:00,15.98,0.23739,0,0,0,0,0,0,0,0,7,0.79,30,0,26,18.59,99764,52.25,31.71,29.907,2
2023-12-19 02:42:31.107000+00:00,15.44,0.36333,0,0,0,0,0,0,0,0,7,0.8,30,0,26,18.59,99762.66,52.25,33.48,29.908,2
2023-12-19 02:43:01.015000+00:00,15.975,0.56572,0,0,0,0,0,0,0,0,7,0.8,30,0,26,18.57,99759.34,52.25,33.69,29.904,2
2023-12-19 02:43:30.919000+00:00,16.315,0.30991,0,0,0,0,0,0,0,0,7,0.81,30,0,22,18.58,99753,52.22,32.59,29.91,2
2023-12-19 02:44:00.829000+00:00,16.274,0.36138,0,0,0,0,0,0,0,0,7,0.79,30,0,26,18.58,99752,52.21,32.75,29.907,2
2023-12-19 02:44:30.736000+00:00,15.946,0.28387,0,0,0,0,0,0,0,0,7,0.79,30,0,22,18.58,99750.66,52.21,32.76,29.905,2
2023-12-19 02:45:00.641000+00:00,16.314,0.15096,0,0,0,0,0,0,0,0,7,0.79,30,0,22,18.57,99750,52.22,32.88,29.906,2
2023-12-19 02:45:30.547000+00:00,16.433,0.1156,0,0,0,0,0,0,0,0,7,0.79,30,0,22,18.57,99751,52.23,32.83,29.909,2
2023-12-19 02:46:00.456000+00:00,15.695,0.28777,0,0,0,0,0,0,0,0,7,0.79,30,0,26,18.57,99752.66,52.23,33.14,29.908,1
2023-12-19 02:46:30.364000+00:00,16.802,0.14047,0,0,0,0,0,0,0,0,7,0.79,30,0,26,18.57,99751.34,52.26,31.67,29.906,1
2023-12-19 02:47:00.270000+00:00,16.019,0.06211,0,0,0,0,0,0,0,0,7,0.81,30,0,35,18.57,99752,52.27,30.73,29.909,1
2023-12-19 02:47:30.179000+00:00,16.444,0.24414,0,0,0,0,0,0,0,0,7,0.81,30,0,22,18.56,99752,52.32,31.14,29.906,1
2023-12-19 02:48:00.085000+00:00,16.558,0.23787,0,0,0,0,0,0,0,0,7,0.79,30,0,26,18.57,99751.34,52.29,30.78,29.908,1
2023-12-19 02:48:29.993000+00:00,16.251,0.79038,0,0,0,0,0,0,0,0,7,0.81,30,0,22,18.56,99752,52.3,32.52,29.908,1
2023-12-19 02:48:59.901000+00:00,16.287,0.38913,0,0,0,0,0,0,0,0,7,0.79,30,0,22,18.56,99754,52.26,32.76,29.903,1
2023-12-19 02:49:29.804000+00:00,16.644,0.42744,0,0,0,0,0,0,0,0,7,0.8,30,0,26,18.56,99752.66,52.26,33.07,29.91,1
2023-12-19 02:49:59.714000+00:00,16.159,0.01749,0,0,0,0,0,0,0,0,7,0.8,30,0,22,18.56,99753.34,52.25,32.54,29.905,1
2023-12-19 02:50:29.619000+00:00,16.379,0.19013,0,0,0,0,0,0,0,0,7,0.79,30,0,22,18.56,99753.34,52.28,31.8,29.907,1
2023-12-19 02:50:59.526000+00:00,16.301,0.1588,0,0,0,0,0,0,0,0,7,0.8,30,0,22,18.55,99753,52.27,32.95,29.907,1
2023-12-19 02:51:29.433000+00:00,16.943,0.31836,0,0,0,0,0,0,0,0,7,0.8,30,0,26,18.55,99752,52.28,32.74,29.91,1
2023-12-19 02:51:59.343000+00:00,16.407,0.38249,0,0,0,0,0,0,0,0,7,0.79,30,0,22,18.55,99753.34,52.3,32.47,29.907,1
2023-12-19 02:52:29.250000+00:00,17.742,0.51084,0,0,0,0,0,0,0,0,6.83,0.78,30,0,22,18.55,99763,52.31,31,29.908,1
2023-12-19 02:52:59.158000+00:00,16.66,0.10532,0,0,0,0,0,0,0,0,7,0.8,30,0,22,18.55,99759.34,52.28,32.85,29.907,1
2023-12-19 02:53:29.065000+00:00,16.518,0.1277,0,0,0,0,0,0,0,0,7,0.78,30,0,26,18.55,99759.34,52.26,31.34,29.906,1
2023-12-19 02:53:58.971000+00:00,17.856,0.47709,0,0,0,0,0,0,0,0,7,0.78,30,0,22,18.55,99764.66,52.23,32.48,29.904,1
2023-12-19 02:54:28.875000+00:00,15.798,0.25378,0,0,0,0,0,0,0,0,7,0.76,30,0,22,18.55,99765,52.25,33.16,29.912,1
2023-12-19 02:54:58.787000+00:00,16.875,0.06732,0,0,0,0,0,0,0,0,7,0.78,30,0,22,18.54,99766,52.27,30.15,29.906,1
2023-12-19 02:55:28.693000+00:00,17.139,0.38392,0,0,0,0,0,0,0,0,7,0.79,30,0,22,18.54,99765.34,52.24,30.36,29.907,1
2023-12-19 02:55:58.600000+00:00,16.721,0.15435,0,0,0,0,0,0,0,0,7,0.77,30,0,22,18.54,99765,52.25,32.18,29.907,1
2023-12-19 02:56:28.507000+00:00,17.13,0.22419,0,0,0,0,0,0,0,0,7,0.77,30,0,22,18.54,99768,52.27,31.73,29.908,1
2023-12-19 02:56:58.415000+00:00,16.394,0.39218,0,0,0,0,0,0,0,0,7,0.77,30,0,22,18.53,99768,52.26,31.37,29.907,1
2023-12-19 02:57:28.322000+00:00,16.402,0.1306,0,0,0,0,0,0,0,0,7,0.8,30,0,22,18.53,99768,52.28,31.38,29.907,1
2023-12-19 02:57:58.229000+00:00,16.902,0.10033,0,0,0,0,0,0,0,0,7,0.77,30,0,26,18.53,99768,52.25,31.78,29.903,1
2023-12-19 02:58:28.132000+00:00,16.628,0.11846,0,0,0,0,0,0,0,0,7,0.78,30,0,22,18.52,99764.66,52.3,32.6,29.911,1
2023-12-19 02:58:58.043000+00:00,17.027,0.13469,0,0,0,0,0,0,0,0,7,0.77,30,0,22,18.53,99765.34,52.24,32.51,29.908,1
2023-12-19 02:59:27.951000+00:00,16.707,0.32263,0,0,0,0,0,0,0,0,7,0.78,30,0,22,18.53,99764,52.26,32.95,29.906,1
2023-12-19 02:59:57.857000+00:00,15.409,0.13983,0,0,0,0,0,0,0,0,7,0.81,30,0,22,18.53,99765.34,52.24,32.69,29.907,1
2023-12-19 03:00:27.764000+00:00,16.289,0.20398,0,0,0,0,0,0,0,0,7,0.78,30,0,26,18.53,99764,52.23,33.86,29.908,1
2023-12-19 03:00:57.672000+00:00,16.065,0.78293,0,0,0,0,0,0,0,0,7,0.78,30,0,22,18.52,99762.66,52.23,33.51,29.907,1
2023-12-19 03:01:27.579000+00:00,16.827,0.13267,0,0,0,0,0,0,0,0,7,0.78,30,0,26,18.52,99756,52.26,33.38,29.907,1
2023-12-19 03:01:57.486000+00:00,16.77,0.26031,0,0,0,0,0,0,0,0,7,0.77,30,0,22,18.52,99752,52.22,31.82,29.907,1
2023-12-19 03:02:27.393000+00:00,15.865,0.12618,0,0,0,0,0,0,0,0,7,0.76,30,0,22,18.51,99750.66,52.24,31.85,29.907,1
2023-12-19 03:02:57.300000+00:00,16.799,0.33807,0,0,0,0,0,0,0,0,7,0.78,30,0,22,18.52,99753.34,52.28,33.8,29.905,1
2023-12-19 03:03:27.205000+00:00,16.2,0.07318,0,0,0,0,0,0,0,0,7,0.77,30,0,22,18.51,99762,52.25,34.6,29.91,1
2023-12-19 03:03:57.115000+00:00,16.378,0.16644,0,0,0,0,0,0,0,0,7,0.77,30,0,26,18.52,99762,52.23,33.4,29.906,1
2023-12-19 03:04:27.021000+00:00,16.51,0.32491,0,0,0,0,0,0,0,0,7,0.76,30,0,22,18.51,99763.34,52.25,32.19,29.908,1
2023-12-19 03:04:56.929000+00:00,16.102,0.27181,0,0,0,0,0,0,0,0,7,0.76,30,0,22,18.51,99763,52.29,32.62,29.907,1
2023-12-19 03:05:26.836000+00:00,16.704,0.75483,0,0,0,0,0,0,0,0,7,0.77,30,0,22,18.5,99756.66,52.32,32.66,29.907,1
2023-12-19 03:05:56.743000+00:00,16.093,0.02336,0,0,0,0,0,0,0,0,7,0.77,30,0,22,18.5,99757.34,52.29,31.37,29.904,1
2023-12-19 03:06:26.647000+00:00,16.278,0.0204,0,0,0,0,0,0,0,0,7,0.77,30,0,26,18.5,99753.34,52.29,32.73,29.908,1
2023-12-19 03:06:56.555000+00:00,15.61,0.11122,0,0,0,0,0,0,0,0,7,0.78,30,0,22,18.5,99754,52.29,33.01,29.909,1
2023-12-19 03:07:26.464000+00:00,16.421,0.15169,0,0,0,0,0,0,0,0,7,0.77,30,0,26,18.5,99754,52.27,34.79,29.908,1
2023-12-19 03:07:56.372000+00:00,17.186,0.37276,0,0,0,0,0,0,0,0,7,0.78,30,0,22,18.5,99756.66,52.26,33.62,29.907,1
2023-12-19 03:08:26.279000+00:00,16.438,0.30847,0,0,0,0,0,0,0,0,7,0.77,30,0,22,18.5,99753,52.29,33.2,29.907,1
2023-12-19 03:08:56.186000+00:00,16.37,0.02208,0,0,0,0,0,0,0,0,7,0.76,30,0,26,18.5,99752,52.29,32.82,29.905,1
2023-12-19 03:09:26.091000+00:00,16.173,0.09669,0,0,0,0,0,0,0,0,7,0.76,30,0,26,18.49,99752,52.27,32.64,29.908,1
2023-12-19 03:09:55.999000+00:00,14.967,0.11047,76.79,0,0,0,0,0,0,0,8.03,0.5,30,0,69,18.49,99750.66,52.28,31.77,29.907,1
2023-12-19 03:10:25.906000+00:00,0,0,18.38,0,0,0,0,0,0,0,7.67,0.56,30,0,44,18.48,99754,52.37,31.42,29.906,2
2023-12-19 03:10:55.812000+00:00,14.295,0.1255,2.44,0,0,0,0,0,0,0,6.97,0.57,30,0,26,18.48,99762,52.36,31.19,29.908,2
2023-12-19 03:11:25.720000+00:00,15.948,0.65595,40.23,0,0,0,0,0,0,0,9.97,0.59,30,0,32,18.48,99762,52.31,32.47,29.907,2
2023-12-19 03:11:55.627000+00:00,13.595,0.12839,0,0,0,0,0,0,0,0,7.07,0.68,30,0,32,18.47,99763,52.26,32.67,29.907,2
2023-12-19 03:12:25.534000+00:00,13.89,0.0338,0,0,0,0,0,0,0,0,4.77,0.56,30,0,22,18.47,99759.34,52.26,32.65,29.907,2
2023-12-19 03:12:55.441000+00:00,14.224,0.06043,0,0,0,0,0,0,0,0,7,0.6,30,0,26,18.46,99753.34,52.32,32.5,29.907,2
2023-12-19 03:13:25.348000+00:00,14.98,0.36868,0,0,0,0,0,0,0,0,7.13,0.58,30,0,26,18.46,99752,52.34,34.47,29.909,2
2023-12-19 03:13:55.257000+00:00,15.477,0.09403,0,0,0,0,0,0,0,0,3.9,0.57,30,0,26,18.46,99751,52.43,32.94,29.908,2
2023-12-19 03:14:25.165000+00:00,15.078,0.03195,0,0,0,0,0,0,0,0,8,0.57,30,0,22,18.46,99748,52.4,33.87,29.904,2
2023-12-19 03:14:55.069000+00:00,16.552,2.32696,0,0,0,0,0,0,0,0,5.47,0.57,30,0,22,18.46,99746,52.36,33.66,29.91,2
2023-12-19 03:15:24.979000+00:00,14.837,0.23227,0,0,0,0,0,0,0,0,6.87,0.63,30,0,22,18.46,99743,52.35,35.05,30.904,2
2023-12-19 03:15:55.883000+00:00,16.8,0.68386,0,0,0,0,0,0,0,0,7.87,0.57,30,0,22,18.47,99743.34,52.34,34.33,29.905,2
2023-12-19 03:16:25.788000+00:00,15.381,1.30328,0,0,0,0,0,0,0,0,7.3,0.67,30,0,22,18.47,99742.66,52.43,37.97,29.908,2
2023-12-19 03:16:55.696000+00:00,15.312,0.16618,0,0,0,0,0,0,0,0,7.93,0.57,30,0,22,18.46,99742.66,52.45,39.89,29.907,2
2023-12-19 03:17:25.603000+00:00,15.55,1.09201,0,0,0,0,0,0,0,0,8,0.65,30,0,22,18.46,99744,52.4,39.75,29.908,2
2023-12-19 03:17:55.511000+00:00,16.754,2.67364,0,0,0,0,0,0,0,0,7.87,0.57,30,0,22,18.46,99742,52.42,39.53,29.907,2
2023-12-19 03:18:25.418000+00:00,14.745,0.40298,0,0,0,0,0,0,0,0,7.4,0.66,30,0,22,18.46,99741.34,52.44,41.05,29.906,2
2023-12-19 03:18:55.324000+00:00,15.711,0.39533,0,0,0,0,0,0,0,0,7.93,0.57,30,0,22,18.47,99742,52.44,40.59,29.907,2
2023-12-19 03:19:25.231000+00:00,15.521,0.09967,0,0,0,0,0,0,0,0,8,0.57,30,0,22,18.45,99742,52.48,38.61,29.909,2
2023-12-19 03:19:55.140000+00:00,15.646,1.16203,0,0,0,0,0,0,0,0,7.13,0.57,30,0,22,18.46,99740,52.45,39.19,29.905,2
2023-12-19 03:20:25.045000+00:00,15.623,0.68846,0,0,0,0,0,0,0,0,8,0.65,30,0,22,18.46,99742,52.46,38.95,29.908,2
2023-12-19 03:20:54.953000+00:00,16.066,0.58354,0,0,0,0,0,0,0,0,8,0.57,30,0,26,18.47,99741,52.39,38.81,29.906,2
